"","eventid","iyear","country_txt","region_txt","pop.that.year","Rel.CS","inUC","aroundUC","Rank01.C","Rank01.W","capital","largestC","largest.UC","WC.UC.dist.km","TUPscale","PROPscale","HUMscale","Extra.WAR.In","Extra.WAR.Out","Intra.WAR","Inter.WAR","coast.dist","coast.dist.MIN","coast.dist.MAX","access","access.MAX","light","light.MAX","nldi","nldi.MAX","urbn.cover","city.gdp","gdp.MAX","density","density.MAX","density.growth","density.growth.MAX","EN.URB.MCTY.TL.ZS","SP.URB.TOTL.IN.ZS","EN.URB.LCTY.UR.ZS","latitude","longitude","WCUC.city.old","DV.Target.Urban","DV.Target.Crowded","DV.Target.Connected","DV.Target.Coastal"
"68038",199805120004,1998,"turkey","Middle East & North Africa",868025,0.10374154636888,1,1,0.996289424860853,0.99492385786802,1,0,0,1.08339132920756,2,1,1,0,0,1,0,176,0,517,6,504,63,63,0.536097831785677,0.981698041653633,41,87,104,145.4,1811.2,0.227642276422764,0.509433962264151,28.8461263683405,63.703,21.4240139556445,39.93,32.85,"ankara",0.627507742807433,0.236832207557209,0.953182234432234,0.659574468085106
"119453",201110080006,2011,"turkey","Middle East & North Africa",13122354,1,1,1,1,0.999855952060846,0,1,1,10.6970555938571,9,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,2077.76,2540.48,0.285079365079365,0.41025641025641,36.7672307277341,71.282,25.1976653788847,41.1,29,"istanbul",0.822063492063492,0.747732310461974,0.98015873015873,0.982591876208897
"118759",201109270016,2011,"turkey","Middle East & North Africa",2516,0.000191712598623882,0,0,0.187325256290774,0.327584220028425,0,0,1,60.3773526675715,7,1,0,0,0,0,0,12,0,517,243,504,5,63,0.746661134600641,0.981698041653633,3,3,104,1938.64,2540.48,0.286980231765508,0.41025641025641,36.7672307277341,71.282,25.1976653788847,41.34,28.41,"ciftlik",0.0742205120636193,0.74377235257603,0.28598137973138,0.97678916827853
"119544",201109200005,2011,"turkey","Middle East & North Africa",195822,0.0149227792743953,0,0,0.970177073625349,0.97060461721661,0,0,0,57.4971953897794,9,1,0,0,0,0,0,201,0,517,3,504,49,63,0.688365389704702,0.981698041653633,0,9,104,122.96,2540.48,0.0892857142857143,0.41025641025641,36.7672307277341,71.282,25.1976653788847,39.85,33.52,"kirikkale",0.440719407669381,0.164450229863268,0.713102869352869,0.611218568665377
"119586",201105270002,2011,"turkey","Middle East & North Africa",578418,0.044078847611554,0,0,0.992544268406337,0.991952521799255,0,0,0,65.1210607981845,9,1000,0,0,0,0,0,4,0,517,27,504,56,63,0.61703643728495,0.981698041653633,0,22,104,128.64,2540.48,0.2,0.41025641025641,36.7672307277341,71.282,25.1976653788847,36.81,34.63,"mersin",0.481378001226695,0.239485655084235,0.748321123321123,0.992263056092843
"119454",201105220009,2011,"turkey","Middle East & North Africa",13122354,1,1,1,1,0.999855952060846,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,2077.76,2540.48,0.285079365079365,0.41025641025641,36.7672307277341,71.282,25.1976653788847,41.1,29,"istanbul",0.822063492063492,0.747732310461974,0.98015873015873,0.982591876208897
"119451",201105170007,2011,"turkey","Middle East & North Africa",13122354,1,1,1,1,0.999855952060846,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,2077.76,2540.48,0.285079365079365,0.41025641025641,36.7672307277341,71.282,25.1976653788847,41.1,29,"istanbul",0.822063492063492,0.747732310461974,0.98015873015873,0.982591876208897
"119452",201104210003,2011,"turkey","Middle East & North Africa",13122354,1,1,1,1,0.999855952060846,0,1,1,10.6970555938571,9,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,2077.76,2540.48,0.285079365079365,0.41025641025641,36.7672307277341,71.282,25.1976653788847,41.1,29,"istanbul",0.822063492063492,0.747732310461974,0.98015873015873,0.982591876208897
"119450",201012090008,2010,"turkey","Middle East & North Africa",12703384,1,1,1,1,0.99985598525289,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,2024,2474,0.285079365079365,0.41025641025641,36.0931046919727,70.715,24.9027043915453,41.1,29,"istanbul",0.822063492063492,0.747880591468431,0.98015873015873,0.982591876208897
"119448",201012090007,2010,"turkey","Middle East & North Africa",12703384,1,1,1,1,0.99985598525289,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,2024,2474,0.285079365079365,0.41025641025641,36.0931046919727,70.715,24.9027043915453,41.1,29,"istanbul",0.822063492063492,0.747880591468431,0.98015873015873,0.982591876208897
"119446",201012090006,2010,"turkey","Middle East & North Africa",12703384,1,1,1,1,0.99985598525289,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,2024,2474,0.285079365079365,0.41025641025641,36.0931046919727,70.715,24.9027043915453,41.1,29,"istanbul",0.822063492063492,0.747880591468431,0.98015873015873,0.982591876208897
"119447",201012090002,2010,"turkey","Middle East & North Africa",12703384,1,1,1,1,0.99985598525289,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,2024,2474,0.285079365079365,0.41025641025641,36.0931046919727,70.715,24.9027043915453,41.1,29,"istanbul",0.822063492063492,0.747880591468431,0.98015873015873,0.982591876208897
"119449",201004130019,2010,"turkey","Middle East & North Africa",12703384,1,1,1,1,0.99985598525289,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,2024,2474,0.285079365079365,0.41025641025641,36.0931046919727,70.715,24.9027043915453,41.1,29,"istanbul",0.822063492063492,0.747880591468431,0.98015873015873,0.982591876208897
"119445",200911290017,2009,"turkey","Middle East & North Africa",12231596,1,1,1,1,0.999856040538984,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1979.2,2418.6,0.285079365079365,0.41025641025641,35.3264254275763,70.141,24.478267675496,41.1,29,"istanbul",0.822063492063492,0.748010385885066,0.98015873015873,0.982591876208897
"118687",200904290026,2009,"turkey","Middle East & North Africa",1541762,0.126047529736096,1,1,0.996272134203169,0.994155245882759,1,0,0,1.08339132920756,9,1,0,0,0,0,0,176,0,517,6,504,63,63,0.536097831785677,0.981698041653633,41,87,104,171,2418.6,0.145695364238411,0.41025641025641,35.3264254275763,70.141,24.478267675496,39.93,32.85,"ankara",0.633079915984816,0.203570209724519,0.953182234432234,0.659574468085106
"119444",200904280009,2009,"turkey","Middle East & North Africa",12231596,1,1,1,1,0.999856040538984,0,1,1,10.6970555938571,0,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1979.2,2418.6,0.285079365079365,0.41025641025641,35.3264254275763,70.141,24.478267675496,41.1,29,"istanbul",0.822063492063492,0.748010385885066,0.98015873015873,0.982591876208897
"119442",200804040009,2008,"turkey","Middle East & North Africa",11777944,1,1,1,1,0.999856110967222,0,1,1,10.6970555938571,2,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1934.4,2363.2,0.285079365079365,0.41025641025641,34.57517064491,69.562,24.0630081976018,41.1,29,"istanbul",0.822063492063492,0.748146265788058,0.98015873015873,0.982591876208897
"119443",200803300007,2008,"turkey","Middle East & North Africa",11777944,1,1,1,1,0.999856110967222,0,1,1,10.6970555938571,2,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1934.4,2363.2,0.285079365079365,0.41025641025641,34.57517064491,69.562,24.0630081976018,41.1,29,"istanbul",0.822063492063492,0.748146265788058,0.98015873015873,0.982591876208897
"119441",200801170001,2008,"turkey","Middle East & North Africa",11777944,1,1,1,1,0.999856110967222,0,1,1,10.6970555938571,0,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1934.4,2363.2,0.285079365079365,0.41025641025641,34.57517064491,69.562,24.0630081976018,41.1,29,"istanbul",0.822063492063492,0.748146265788058,0.98015873015873,0.982591876208897
"118686",200709110001,2007,"turkey","Middle East & North Africa",1392231,0.122772432116687,1,1,0.996275605214153,0.994563289257942,1,0,0,1.08339132920756,7,1,0,0,0,0,0,176,0,517,6,504,63,63,0.536097831785677,0.981698041653633,41,87,104,167,2307.8,0.145695364238411,0.41025641025641,33.8381639378079,68.975,23.6567913947198,39.93,32.85,"ankara",0.63226200933271,0.204566948126954,0.953182234432234,0.659574468085106
"119439",200607040020,2006,"turkey","Middle East & North Africa",10918784,1,1,1,1,0.99984663605778,0,1,1,10.6970555938571,9,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1844.8,2252.4,0.285079365079365,0.41025641025641,33.1263943170972,68.382,23.2670677941058,41.1,29,"istanbul",0.822063492063492,0.748438078195605,0.98015873015873,0.982591876208897
"119440",200604100003,2006,"turkey","Middle East & North Africa",10918784,1,1,1,1,0.99984663605778,0,1,1,10.6970555938571,9,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1844.8,2252.4,0.285079365079365,0.41025641025641,33.1263943170972,68.382,23.2670677941058,41.1,29,"istanbul",0.822063492063492,0.748438078195605,0.98015873015873,0.982591876208897
"119438",200604080005,2006,"turkey","Middle East & North Africa",10918784,1,1,1,1,0.99984663605778,0,1,1,10.6970555938571,7,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1844.8,2252.4,0.285079365079365,0.41025641025641,33.1263943170972,68.382,23.2670677941058,41.1,29,"istanbul",0.822063492063492,0.748438078195605,0.98015873015873,0.982591876208897
"119585",200602210013,2006,"turkey","Middle East & North Africa",500110,0.0458027278209404,0,0,0.992551210428305,0.992446825845658,0,0,0,65.1210607981845,9,1000,0,0,0,0,0,4,0,517,27,504,56,63,0.61703643728495,0.981698041653633,0,22,104,117.2,2252.4,0.2,0.41025641025641,33.1263943170972,68.382,23.2670677941058,36.81,34.63,"mersin",0.481810706784534,0.240324026891428,0.748321123321123,0.992263056092843
"119437",200501270005,2005,"turkey","Middle East & North Africa",10513274,1,1,1,1,0.999837092971999,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1800,2197,0.285079365079365,0.41025641025641,32.4423617642736,67.783,22.8956215317593,41.1,29,"istanbul",0.822063492063492,0.748595022001138,0.98015873015873,0.982591876208897
"118685",200409280007,2004,"turkey","Middle East & North Africa",1191663,0.117714244917781,1,1,0.996282527881041,0.994778893316983,1,0,0,1.08339132920756,0,1000,0,0,0,0,0,176,0,517,6,504,63,63,0.536097831785677,0.981698041653633,41,87,104,160.6,2141.6,0.18978102189781,0.461538461538462,31.7873021925815,67.18,22.5429776957651,39.93,32.85,"ankara",0.630999193199705,0.222961300146042,0.953182234432234,0.659574468085106
"119435",200409280004,2004,"turkey","Middle East & North Africa",10123352,1,1,1,1,0.999837139791539,0,1,1,10.6970555938571,7,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1755,2141.6,0.329394387001477,0.461538461538462,31.7873021925815,67.18,22.5429776957651,41.1,29,"istanbul",0.822063492063492,0.754346118575383,0.98015873015873,0.982591876208897
"118747",200409150002,2004,"turkey","Middle East & North Africa",591476,0.0584268969453402,1,1,0.996282527881041,0.994778893316983,0,0,0,0.798984217623895,9,1000,0,0,0,0,0,176,0,517,7,504,63,63,0.510755774848604,0.981698041653633,40,89,104,159.8,2141.6,0.182481751824818,0.461538461538462,31.7873021925815,67.18,22.5429776957651,39.9179,32.86268,"cankaya",0.613677356206595,0.215411191800103,0.956997863247863,0.659574468085106
"119436",200408090003,2004,"turkey","Middle East & North Africa",10123352,1,1,1,1,0.999837139791539,0,1,1,10.6970555938571,9,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1755,2141.6,0.329394387001477,0.461538461538462,31.7873021925815,67.18,22.5429776957651,41.1,29,"istanbul",0.822063492063492,0.754346118575383,0.98015873015873,0.982591876208897
"119434",200405170002,2004,"turkey","Middle East & North Africa",10123352,1,1,1,1,0.999837139791539,0,1,1,10.6970555938571,7,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1755,2141.6,0.329394387001477,0.461538461538462,31.7873021925815,67.18,22.5429776957651,41.1,29,"istanbul",0.822063492063492,0.754346118575383,0.98015873015873,0.982591876208897
"118684",200405170001,2004,"turkey","Middle East & North Africa",1191663,0.117714244917781,1,1,0.996282527881041,0.994778893316983,1,0,0,1.08339132920756,7,1000,0,0,0,0,0,176,0,517,6,504,63,63,0.536097831785677,0.981698041653633,41,87,104,160.6,2141.6,0.18978102189781,0.461538461538462,31.7873021925815,67.18,22.5429776957651,39.93,32.85,"ankara",0.630999193199705,0.222961300146042,0.953182234432234,0.659574468085106
"119432",200303120005,2003,"turkey","Middle East & North Africa",9746876,1,1,1,1,0.999818052975313,0,1,1,10.6970555938571,9,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1710,2086.2,0.329394387001477,0.461538461538462,31.1541227237326,66.569,22.205261331024,41.1,29,"istanbul",0.822063492063492,0.754460940035667,0.98015873015873,0.982591876208897
"118683",200303040008,2003,"turkey","Middle East & North Africa",1130301,0.115965512281641,1,1,0.996285979572888,0.994819297876008,1,0,0,1.08339132920756,9,1000,0,0,0,0,0,176,0,517,6,504,63,63,0.536097831785677,0.981698041653633,41,87,104,158.2,2086.2,0.18978102189781,0.461538461538462,31.1541227237326,66.569,22.205261331024,39.93,32.85,"ankara",0.630562872963632,0.223465896818406,0.953182234432234,0.659574468085106
"119433",200302270003,2003,"turkey","Middle East & North Africa",9746876,1,1,1,1,0.999818052975313,0,1,1,10.6970555938571,2,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1710,2086.2,0.329394387001477,0.461538461538462,31.1541227237326,66.569,22.205261331024,41.1,29,"istanbul",0.822063492063492,0.754460940035667,0.98015873015873,0.982591876208897
"119431",200302270002,2003,"turkey","Middle East & North Africa",9746876,1,1,1,1,0.999818052975313,0,1,1,10.6970555938571,2,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1710,2086.2,0.329394387001477,0.461538461538462,31.1541227237326,66.569,22.205261331024,41.1,29,"istanbul",0.822063492063492,0.754460940035667,0.98015873015873,0.982591876208897
"119430",200302070003,2003,"turkey","Middle East & North Africa",9746876,1,1,1,1,0.999818052975313,0,1,1,10.6970555938571,9,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1710,2086.2,0.329394387001477,0.461538461538462,31.1541227237326,66.569,22.205261331024,41.1,29,"istanbul",0.822063492063492,0.754460940035667,0.98015873015873,0.982591876208897
"118829",200301100008,2003,"turkey","Middle East & North Africa",375085,0.0384825952701937,0,0,0.988857938718663,0.990893072606439,0,0,0,131.542912638774,2,1000,0,0,0,0,0,114,0,517,3,504,58,63,0.660408425045014,0.981698041653633,0,22,104,49.6,2086.2,0.0416666666666667,0.461538461538462,31.1541227237326,66.569,22.205261331024,39.79,30.52,"eskisehir",0.486993863655944,0.108620557270825,0.780067155067155,0.779497098646035
"119426",200208270003,2002,"turkey","Middle East & North Africa",9384889,1,1,1,1,0.999818129606586,0,1,1,10.6970555938571,9,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1665,2030.8,0.329394387001477,0.461538461538462,30.5460095997835,65.953,21.8842795047999,41.1,29,"istanbul",0.822063492063492,0.754582026129495,0.98015873015873,0.982591876208897
"119428",200205130005,2002,"turkey","Middle East & North Africa",9384889,1,1,1,1,0.999818129606586,0,1,1,10.6970555938571,7,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1665,2030.8,0.329394387001477,0.461538461538462,30.5460095997835,65.953,21.8842795047999,41.1,29,"istanbul",0.822063492063492,0.754582026129495,0.98015873015873,0.982591876208897
"119429",200205130004,2002,"turkey","Middle East & North Africa",9384889,1,1,1,1,0.999818129606586,0,1,1,10.6970555938571,7,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1665,2030.8,0.329394387001477,0.461538461538462,30.5460095997835,65.953,21.8842795047999,41.1,29,"istanbul",0.822063492063492,0.754582026129495,0.98015873015873,0.982591876208897
"119427",200205040001,2002,"turkey","Middle East & North Africa",9384889,1,1,1,1,0.999818129606586,0,1,1,10.6970555938571,7,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1665,2030.8,0.329394387001477,0.461538461538462,30.5460095997835,65.953,21.8842795047999,41.1,29,"istanbul",0.822063492063492,0.754582026129495,0.98015873015873,0.982591876208897
"119425",200202110003,2002,"turkey","Middle East & North Africa",9384889,1,1,1,1,0.999818129606586,0,1,1,10.6970555938571,9,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1665,2030.8,0.329394387001477,0.461538461538462,30.5460095997835,65.953,21.8842795047999,41.1,29,"istanbul",0.822063492063492,0.754582026129495,0.98015873015873,0.982591876208897
"119423",200105070002,2001,"turkey","Middle East & North Africa",9036346,1,1,1,1,0.999818206173336,0,1,1,10.6970555938571,2,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1620,1975.4,0.329394387001477,0.461538461538462,29.9597270196736,65.332,21.5777847684534,41.1,29,"istanbul",0.822063492063492,0.754709903930923,0.98015873015873,0.982591876208897
"119424",200104220001,2001,"turkey","Middle East & North Africa",9036346,1,1,1,1,0.999818206173336,0,1,1,10.6970555938571,7,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1620,1975.4,0.329394387001477,0.461538461538462,29.9597270196736,65.332,21.5777847684534,41.1,29,"istanbul",0.822063492063492,0.754709903930923,0.98015873015873,0.982591876208897
"118682",200104090003,2001,"turkey","Middle East & North Africa",1015678,0.112399163103143,1,1,0.996285979572888,0.994890636661117,1,0,0,1.08339132920756,2,1,0,0,0,0,0,176,0,517,6,504,63,63,0.536097831785677,0.981698041653633,41,87,104,153.4,1975.4,0.18978102189781,0.461538461538462,29.9597270196736,65.332,21.5777847684534,39.93,32.85,"ankara",0.629671285669008,0.224559998502657,0.953182234432234,0.659574468085106
"119422",200102170005,2001,"turkey","Middle East & North Africa",9036346,1,1,1,1,0.999818206173336,0,1,1,10.6970555938571,2,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1620,1975.4,0.329394387001477,0.461538461538462,29.9597270196736,65.332,21.5777847684534,41.1,29,"istanbul",0.822063492063492,0.754709903930923,0.98015873015873,0.982591876208897
"119421",200102170003,2001,"turkey","Middle East & North Africa",9036346,1,1,1,1,0.999818206173336,0,1,1,10.6970555938571,2,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1620,1975.4,0.329394387001477,0.461538461538462,29.9597270196736,65.332,21.5777847684534,41.1,29,"istanbul",0.822063492063492,0.754709903930923,0.98015873015873,0.982591876208897
"119405",200012120001,2000,"turkey","Middle East & North Africa",8743868,1,1,1,1,0.999818247909851,0,1,1,10.6970555938571,9,1000,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1575,1920,0.329394387001477,0.461538461538462,29.4671679386755,64.741,21.3787590900218,41.1,29,"istanbul",0.822063492063492,0.754845161347143,0.98015873015873,0.982591876208897
"119409",200012080006,2000,"turkey","Middle East & North Africa",8743868,1,1,1,1,0.999818247909851,0,1,1,10.6970555938571,7,1,0,0,0,0,0,9,0,517,12,504,61,63,0.476627257466316,0.981698041653633,32,104,104,1575,1920,0.329394387001477,0.461538461538462,29.4671679386755,64.741,21.3787590900218,41.1,29,"istanbul",0.822063492063492,0.754845161347143,0.98015873015873,0.982591876208897
